Genus,species,,ID,Synonym,Other ID,Origin,Version,Source,JGI ID,URL,
Phycomyces,nitens,,S607,,,,v1.0,JGI,PnitS607_1,http://genome.jgi.doe.gov/PnitS607_1/download/PnitS607_1_GeneCatalog_proteins_20170410.aa.fasta.gz,
Phycomyces,nitens,,S608,,,,v1.0,JGI,PnitS608_1,http://genome.jgi.doe.gov/PnitS608_1/download/PnitS608_1_GeneCatalog_proteins_20170410.aa.fasta.gz,
Phycomyces,nitens,,S609,,,,v1.0,JGI,PnitS609_1,http://genome.jgi.doe.gov/PnitS609_1/download/PnitS609_1_GeneCatalog_proteins_20170410.aa.fasta.gz,
Phyllosticta,capitalensis,,CBS 128856,,,,v1.0,JGI,Phycap1,http://genome.jgi.doe.gov/Phycap1/download/Phycap1_GeneCatalog_proteins_20170217.aa.fasta.gz,
Phyllosticta,citriasiana,,,,,,v1.0,JGI,Phycit1,http://genome.jgi.doe.gov/Phycit1/download/Phycit1_GeneCatalog_proteins_20140925.aa.fasta.gz,
Phyllosticta,citribraziliensis,,CBS 100098,,,,v1.0,JGI,Phcit1,http://genome.jgi.doe.gov/Phcit1/download/Phcit1_GeneCatalog_proteins_20161221.aa.fasta.gz,
Phyllosticta,citricarpa,,CBS 127454,,,,v1.0,JGI,Phycitr1,http://genome.jgi.doe.gov/Phycitr1/download/Phycitr1_GeneCatalog_proteins_20170406.aa.fasta.gz,
Phyllosticta,citrichinaensis,,CBS 130529,,,,v1.0,JGI,Phcitr1,http://genome.jgi.doe.gov/Phcitr1/download/Phcitr1_GeneCatalog_proteins_20170113.aa.fasta.gz,
Phyllosticta,sp.,,CPC 27169,,,,v1.0,JGI,Phy27169,http://genome.jgi.doe.gov/Phy27169/download/Phy27169_GeneCatalog_proteins_20170510.aa.fasta.gz,
Phyllosticta,sp.,,CPC 27913,,,,v1.0,JGI,Phycpc1,http://genome.jgi.doe.gov/Phycpc1/download/Phycpc1_GeneCatalog_proteins_20170406.aa.fasta.gz,
Pichia,membranifaciens,,,,,,v2.0,JGI,Picme2,http://genome.jgi.doe.gov/Picme2/download/Picme2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pichia,pastoris,,,,,,,JGI,Picpa1,http://genome.jgi.doe.gov/Picpa1/download/Picpa1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pichia,stipitis,,,,,,v2.0,JGI,Picst3,http://genome.jgi.doe.gov/Picst3/download/Picst3.all_proteins.GeneCatalog.gff3.gz.tar.gz,
Piedraia,hortae,,,,,,v1.1,JGI,Pieho1_1,http://genome.jgi.doe.gov/Pieho1_1/download/Pieho1_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pilaira,anomala,,RSA1997,,,,v1.0,JGI,Pilano1,http://genome.jgi.doe.gov/Pilano1/download/Pilano1_GeneCatalog_proteins_20161117.aa.fasta.gz,
Pilobolus,umbonatus,,NRRL 6349,,,,v1.0,JGI,Pilumb1,http://genome.jgi.doe.gov/Pilumb1/download/Pilumb1_GeneCatalog_proteins_20170307.aa.fasta.gz,
Piloderma,croceum,,F 1598,,,,v1.0,JGI,Pilcr1,http://genome.jgi.doe.gov/Pilcr1/download/Pilcr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Piriformospora,indica,,DSM 11827,,,MPI,,JGI,Pirin1,http://genome.jgi.doe.gov/Pirin1/download/Pirin1.all_proteins.ExternalModels1.gff3.gz.tar.gz,
Piromyces,finnis,,,,,,v3.0,JGI,Pirfi3,http://genome.jgi.doe.gov/Pirfi3/download/Pirfi3_GeneCatalog_proteins_20160330.aa.fasta.gz,
Piromyces,sp.,,E2,,,,v1.0,JGI,PirE2_1,http://genome.jgi.doe.gov/PirE2_1/download/PirE2_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pisolithus,microcarpus,,441,,,,v1.0,JGI,Pismi1,http://genome.jgi.doe.gov/Pismi1/download/Pismi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pisolithus,tinctorius,,Marx 270,,,,v1.0,JGI,Pisti1,http://genome.jgi.doe.gov/Pisti1/download/Pisti1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Plectania,melastoma,,CBS 918.72,,,,v1.0,JGI,Plemel1,http://genome.jgi.doe.gov/Plemel1/download/Plemel1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Plectosphaerella,cucumerina,,DS2psM2a2,,,,v1.0,JGI,Plecu1,http://genome.jgi.doe.gov/Plecu1/download/Plecu1_GeneCatalog_proteins_20150512.aa.fasta.gz,
Pleomassaria,siparia,,,,,,v1.0,JGI,Plesi1,http://genome.jgi.doe.gov/Plesi1/download/Plesi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pleurotus,eryngii,,ATCC 90797,,,,v1.0,JGI,Pleery1,http://genome.jgi.doe.gov/Pleery1/download/Pleery1_GeneCatalog_proteins_20150629.aa.fasta.gz,
Pleurotus,ostreatus,,PC15,,,,v2.0,JGI,PleosPC15_2,http://genome.jgi.doe.gov/PleosPC15_2/download/PleosPC15_2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pleurotus,ostreatus,,PC9,,,,v1.0,JGI,PleosPC9_1,http://genome.jgi.doe.gov/PleosPC9_1/download/PleosPC9_1.all_proteins.Filteredmodels2.gff3.gz.tar.gz,
Plicaturopsis,crispa,,,,,,v1.0,JGI,Plicr1,http://genome.jgi.doe.gov/Plicr1/download/Plicr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pluteus,cervinus,,NL-1719,,,,v1.0,JGI,Plucer1,http://genome.jgi.doe.gov/Plucer1/download/Plucer1_GeneCatalog_proteins_20151119.aa.fasta.gz,
Pneumocystis,jirovecii,,,,,,,JGI,Pneji1,http://genome.jgi.doe.gov/Pneji1/download/Pneji1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pochonia,chlamydosporia,,170,,,,,JGI,Pocchl1,http://genome.jgi.doe.gov/Pocchl1/download/Pocchl1_GeneCatalog_proteins_20170916.aa.fasta.gz,
Podospora,anserina,,S mat+,,,,,JGI,Podan2,http://genome.jgi.doe.gov/Podan2/download/Podan2.all_proteins.GenoscopeModels.gff3.gz.tar.gz,
Podospora,curvicolla,,TEP21a,,,,v1.0,JGI,Podcur1,http://genome.jgi.doe.gov/Podcur1/download/Podcur1_GeneCatalog_proteins_20151211.aa.fasta.gz,
Polychaeton,citri,,,,,,v1.0,JGI,Polci1,http://genome.jgi.doe.gov/Polci1/download/Polci1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Polyplosphaeria,fusca,,CBS 125425,,,,v1.0,JGI,Polfu1,http://genome.jgi.doe.gov/Polfu1/download/Polfu1_GeneCatalog_proteins_20140813.aa.fasta.gz,
Polyporus,arcularius,,,,,,v1.0,JGI,Polar1,http://genome.jgi.doe.gov/Polar1/download/Polar1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Polyporus,brumalis,,BRFM 1820,,,,v1.0,JGI,Polbr1,http://genome.jgi.doe.gov/Polbr1/download/Polbr1_GeneCatalog_proteins_20150501.aa.fasta.gz,
Porodaedalea,chrysoloma,,FP-135951,,,,v1.0,JGI,Porchr1,http://genome.jgi.doe.gov/Porchr1/download/Porchr1_GeneCatalog_proteins_20160628.aa.fasta.gz,
Porodaedalea,niemelaei,,PN71-100-IP13,,,,v1.0,JGI,Pornie1_2,http://genome.jgi.doe.gov/Pornie1_2/download/Pornie1_2_GeneCatalog_proteins_20160504.aa.fasta.gz,
Postia,placenta,,MAD 698-R,,,,v1.0,JGI,Pospl1,http://genome.jgi.doe.gov/Pospl1/download/Pospl1.all_proteins.FrozenGeneCatalog_20090305.gff3.gz.tar.gz,
Postia,placenta,,MAD-698-R-SB12,,,,v1.0,JGI,PosplRSB12_1,http://genome.jgi.doe.gov/PosplRSB12_1/download/PosplRSB12_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Protomyces,inouyei,,,,,,,JGI,Proin1,http://genome.jgi.doe.gov/Proin1/download/Proin1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Protomyces,lactucaedebilis,,12-1054,,,,v1.0,JGI,Prola1,http://genome.jgi.doe.gov/Prola1/download/Prola1_GeneCatalog_proteins_20160129.aa.fasta.gz,
Pseudocercospora,fijiensis,,,Mycosphaerella fijiensis,,,v2.0,JGI,Mycfi2,http://genome.jgi.doe.gov/Mycfi2/download/Mfijiensis_v2.FrozenGeneCatalog_20100402.proteins.fasta.gz,
Pseudographis,elatina,,,,,,,JGI,Pseel1,http://genome.jgi.doe.gov/Pseel1/download/Pseel1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pseudomassariella,vexata,,CBS 129021,,,,v1.0,JGI,Pseve2,http://genome.jgi.doe.gov/Pseve2/download/Pseve2_GeneCatalog_proteins_20160326.aa.fasta.gz,
Pseudovirgaria,hyperparasitica,,CBS 121739,,,,v1.0,JGI,Psehy1,http://genome.jgi.doe.gov/Psehy1/download/Psehy1_GeneCatalog_proteins_20140829.aa.fasta.gz,
Pseudozyma,antarctica,,T-34,,,,,JGI,Psean1_1,http://genome.jgi.doe.gov/Psean1_1/download/Psean1_1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pseudozyma,hubeiensis,,SY62,,,,,JGI,Psehu1,http://genome.jgi.doe.gov/Psehu1/download/Psehu1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pterula,gracilis,,CBS 309.79,,,,v1.0,JGI,Ptegra1,http://genome.jgi.doe.gov/Ptegra1/download/Ptegra1_GeneCatalog_proteins_20151205.aa.fasta.gz,
Puccinia,coronata,,avenae 12NC29,,,,,JGI,PuccoNC29_1,http://genome.jgi.doe.gov/PuccoNC29_1/download/PuccoNC29_1_GeneCatalog_proteins_20170808.aa.fasta.gz,
Puccinia,coronata,,avenae 12SD80,,,,,JGI,PuccoSD80_1,http://genome.jgi.doe.gov/PuccoSD80_1/download/PuccoSD80_1_GeneCatalog_proteins_20170808.aa.fasta.gz,
Puccinia,graminis,f. sp. tritici,,,,,v2.0,JGI,Pucgr2,http://genome.jgi.doe.gov/Pucgr2/download/Pucgr2_GeneCatalog_proteins_20150718.aa.fasta.gz,
Puccinia,striiformis,f. sp. tritici,PST-130,,,,,JGI,Pucst1,http://genome.jgi.doe.gov/Pucst1/download/Pucst1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Puccinia,striiformis,f. sp. tritici,PST-78,,,,v1.0,JGI,Pucst_PST78_1,http://genome.jgi.doe.gov/Pucst_PST78_1/download/Pucst_PST78_1_GeneCatalog_proteins_20160608.aa.fasta.gz,
Puccinia,triticina,,'1-1 BBBD Race 1,,,,,JGI,Puctr1,http://genome.jgi.doe.gov/Puctr1/download/Puctr1.all_proteins.BroadModels.gff3.gz.tar.gz,
Punctularia,strigosozonata,,,,,,v1.0,JGI,Punst1,http://genome.jgi.doe.gov/Punst1/download/Punst1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Purpureocillium,sp.,,UdeA0106,,,,v1.0,JGI,Pursp1,http://genome.jgi.doe.gov/Pursp1/download/Pursp1_GeneCatalog_proteins_20160908.aa.fasta.gz,
Pycnoporus,cinnabarinus,,BRFM 137,,,,,JGI,Pycci1,http://genome.jgi.doe.gov/Pycci1/download/Pycci1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pycnoporus,cinnabarinus,,CIRM-BRFM 50,,,,v1.0,JGI,Pyccin1,http://genome.jgi.doe.gov/Pyccin1/download/Pyccin1_GeneCatalog_proteins_20170112.aa.fasta.gz,
Pycnoporus,coccineus,,BRFM 310,,,,v1.0,JGI,Pycco1,http://genome.jgi.doe.gov/Pycco1/download/Pycco1_GeneCatalog_proteins_20140114.aa.fasta.gz,
Pycnoporus,coccineus,,CIRM1662,,,,,JGI,Pycco1662_1,http://genome.jgi.doe.gov/Pycco1662_1/download/Pycco1662_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Pycnoporus,puniceus,,CIRM-BRFM 1868,,,,v1.0,JGI,Pycpun1,http://genome.jgi.doe.gov/Pycpun1/download/Pycpun1_GeneCatalog_proteins_20160226.aa.fasta.gz,
Pycnoporus,sanguineus,,BRFM 1264,,,,v1.0,JGI,Pycsa1,http://genome.jgi.doe.gov/Pycsa1/download/Pycsa1_GeneCatalog_proteins_20140123.aa.fasta.gz,
Pyrenochaeta,lycopersici,,ISPaVe ER 1252,,,,v1.0,JGI,Pyrly1,http://genome.jgi.doe.gov/Pyrly1/download/Pyrly1_GeneCatalog_proteins_20170623.aa.fasta.gz,
Pyrenochaeta,sp.,,DS3sAY3a,,,,v1.0,JGI,Pyrsp1,http://genome.jgi.doe.gov/Pyrsp1/download/Pyrsp1_GeneCatalog_proteins_20141006.aa.fasta.gz,
Pyrenophora,teres,f. teres,,,,,,JGI,Pyrtt1,http://genome.jgi.doe.gov/Pyrtt1/download/Pyrtt1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Pyrenophora,tritici-repentis,,,,,,,JGI,Pyrtr1,http://genome.jgi.doe.gov/Pyrtr1/download/Pyrenophora_tritici_repentis_proteins.fasta.gz,
Pyronema,confluens,,CBS 100304,,,,,JGI,Pyrco1,http://genome.jgi.doe.gov/Pyrco1/download/Pyrco1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Radiomyces,spectabilis,,NRRL 2753,,,,v1.0,JGI,Radspe1,http://genome.jgi.doe.gov/Radspe1/download/Radspe1_GeneCatalog_proteins_20161011.aa.fasta.gz,
Ramaria,rubella,,(R. acris) UT-36052-T,,,,v1.0,JGI,Ramac1,http://genome.jgi.doe.gov/Ramac1/download/Ramac1.all_proteins.FilteredModels5.gff3.gz.tar.gz,
Ramicandelaber,brevisporus,,CBS 109374,,,,v1.0,JGI,Rambr1,http://genome.jgi.doe.gov/Rambr1/download/Rambr1_GeneCatalog_proteins_20140929.aa.fasta.gz,
Rhizoclosmatium,globosum,,JEL800,,,,v1.0,JGI,Rhihy1,http://genome.jgi.doe.gov/Rhihy1/download/Rhihy1_GeneCatalog_proteins_20151219.aa.fasta.gz,
Rhizoctonia,solani,,AG-1 IB,,,,,JGI,Rhiso1,http://genome.jgi.doe.gov/Rhiso1/download/Rhiso1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Rhizodiscina,lignyota,,CBS 133067,,,,v1.0,JGI,Rhili1,http://genome.jgi.doe.gov/Rhili1/download/Rhili1_GeneCatalog_proteins_20150422.aa.fasta.gz,
Rhizophagus,irregularis,,DAOM 181602,,,,v1.0,JGI,Gloin1,http://genome.jgi.doe.gov/Gloin1/download/Gloin1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Rhizopogon,salebrosus,,TDB-379,,,,v1.0,JGI,Rhisa1,http://genome.jgi.doe.gov/Rhisa1/download/Rhisa1_GeneCatalog_proteins_20141012.aa.fasta.gz,
Rhizopogon,vesiculosus,,Smith,,,,,JGI,Rhives1,http://genome.jgi.doe.gov/Rhives1/download/Rhives1_GeneCatalog_proteins_20170403.aa.fasta.gz,
Rhizopogon,vinicolor,,AM-OR11-026,,,,v1.0,JGI,Rhivi1,http://genome.jgi.doe.gov/Rhivi1/download/Rhivi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Rhizopus,delemar,,99-880,Broad,,,,JGI,Rhior3,http://genome.jgi.doe.gov/Rhior3/download/Rhior3.all_proteins.BroadGene.gff3.gz.tar.gz,
Rhizopus,microsporus,,ATCC11559,,,,v1.0,JGI,Rhimi_ATCC11559_1,http://genome.jgi.doe.gov/Rhimi_ATCC11559_1/download/Rhimi_ATCC11559_1_GeneCatalog_proteins_20150408.aa.fasta.gz,
Rhizopus,microsporus,var. chinensis,CCTCC M201021,,,,,JGI,Rhich1,http://genome.jgi.doe.gov/Rhich1/download/Rhich1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Rhizopus,microsporus,var. microsporus,ATCC52813,,,,v1.0,JGI,Rhimi1_1,http://genome.jgi.doe.gov/Rhimi1_1/download/Rhimi1_1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Rhizopus,microsporus,var. microsporus,ATCC52814,,,,v1.0,JGI,Rhimi_ATCC52814_1,http://genome.jgi.doe.gov/Rhimi_ATCC52814_1/download/Rhimi_ATCC52814_1_GeneCatalog_proteins_20150309.aa.fasta.gz,
Rhizoscyphus,ericae,,UAMH 7357,,,,v1.0,JGI,Rhier1,http://genome.jgi.doe.gov/Rhier1/download/Rhier1_GeneCatalog_proteins_20141012.aa.fasta.gz,
Rhodocollybia,butyracea,,AH 40177,,,,v1.0,JGI,Rhobut1_1,http://genome.jgi.doe.gov/Rhobut1_1/download/Rhobut1_1_GeneCatalog_proteins_20160415.aa.fasta.gz,
Rhodosporidium,toruloides,,ATCC26217,,,,v1.0,JGI,Rhoto_ATCC26217_1,http://genome.jgi.doe.gov/Rhoto_ATCC26217_1/download/Rhoto_ATCC26217_1_GeneCatalog_proteins_20160520.aa.fasta.gz,
Rhodosporidium,toruloides,,IFO0559_1,,,,,JGI,Rhoto_IFO0559_1,http://genome.jgi.doe.gov/Rhoto_IFO0559_1/download/Rhoto_IFO0559_1_GeneCatalog_proteins_20151023.aa.fasta.gz,
Rhodosporidium,toruloides,,IFO0880,,,,v2.0,JGI,Rhoto_IFO0880_2,http://genome.jgi.doe.gov/Rhoto_IFO0880_2/download/Rhoto_IFO0880_2_GeneCatalog_proteins_20160222.aa.fasta.gz,
Rhodosporidium,toruloides,,IFO0880,,,,v4.0,JGI,Rhoto_IFO0880_4,http://genome.jgi.doe.gov/Rhoto_IFO0880_4/download/Rhoto_IFO0880_4_GeneCatalog_proteins_20170509.aa.fasta.gz,
Rhodosporidium,toruloides,,IFO1236_1,,,,,JGI,Rhoto_IFO1236_1,http://genome.jgi.doe.gov/Rhoto_IFO1236_1/download/Rhoto_IFO1236_1_GeneCatalog_proteins_20151022.aa.fasta.gz,
Rhodosporidium,toruloides,,NP11,,,,,JGI,Rhoto1,http://genome.jgi.doe.gov/Rhoto1/download/Rhoto1_GeneCatalog_proteins_20141208.aa.fasta.gz,
Rhodotorula,glutinis,,,,,,v1.0,JGI,Rhoglu1,http://genome.jgi.doe.gov/Rhoglu1/download/Rhoglu1_GeneCatalog_proteins_20160519.aa.fasta.gz,
Rhodotorula,graminis,,strain WP1,,,,v1.1,JGI,Rhoba1_1,http://genome.jgi.doe.gov/Rhoba1_1/download/Rhoba1_1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Rhodotorula,minuta,,MCA 4210,,,,v1.0,JGI,Rhomi1,http://genome.jgi.doe.gov/Rhomi1/download/Rhomi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Rhodotorula,mucilaginosa,,ATCC58901,,,,v1.0,JGI,Rhomuc1,http://genome.jgi.doe.gov/Rhomuc1/download/Rhomuc1_GeneCatalog_proteins_20160519.aa.fasta.gz,
Rhodotorula,sp.,,J31,,,,v1.0,JGI,RhodotJ31_1,http://genome.jgi.doe.gov/RhodotJ31_1/download/RhodotJ31_1_GeneCatalog_proteins_20160519.aa.fasta.gz,
Rhodotorula,sp.,,JG-1b,,,,,JGI,Rhosp1,http://genome.jgi.doe.gov/Rhosp1/download/Rhosp1_GeneCatalog_proteins_20140409.aa.fasta.gz,
Rhytidhysteron,rufulum,,,,,,,JGI,Rhyru1_1,http://genome.jgi.doe.gov/Rhyru1_1/download/Rhyru1_1_GeneCatalog_proteins_20150204.aa.fasta.gz,
Rickenella,fibula,,HBK330-10,,,,v1.0,JGI,Ricfib1,http://genome.jgi.doe.gov/Ricfib1/download/Ricfib1_GeneCatalog_proteins_20160317.aa.fasta.gz,
Rickenella,mellea,,,,,,v1.0,JGI,Ricmel1,http://genome.jgi.doe.gov/Ricmel1/download/Ricmel1_GeneCatalog_proteins_20151108.aa.fasta.gz,
Rigidoporus,microporus,,ED310,,,,v1.0,JGI,Rigmic1,http://genome.jgi.doe.gov/Rigmic1/download/Rigmic1_GeneCatalog_proteins_20170307.aa.fasta.gz,
Rozella,allomycis,,CSF55,,,,,JGI,Rozal1_1,http://genome.jgi.doe.gov/Rozal1_1/download/Rozal1_1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Russula,brevipes,,BPL707,,,,v1.0,JGI,Rusbre1,http://genome.jgi.doe.gov/Rusbre1/download/Rusbre1_GeneCatalog_proteins_20161010.aa.fasta.gz,
Russula,compacta,,BPL669,,,,v1.0,JGI,Ruscom1,http://genome.jgi.doe.gov/Ruscom1/download/Ruscom1_GeneCatalog_proteins_20170112.aa.fasta.gz,
Russula,dissimulans,,BPL704,,,,v1.0,JGI,Rusdis1,http://genome.jgi.doe.gov/Rusdis1/download/Rusdis1_GeneCatalog_proteins_20160910.aa.fasta.gz,
Russula,rugulosa,,BPL654,,,,v1.0,JGI,Rusrug1,http://genome.jgi.doe.gov/Rusrug1/download/Rusrug1_GeneCatalog_proteins_20161111.aa.fasta.gz,
Russula,vinacea,,BPL710,,,,v1.0,JGI,Rusvin1,http://genome.jgi.doe.gov/Rusvin1/download/Rusvin1_GeneCatalog_proteins_20170417.aa.fasta.gz,
Rutstroemia,firma,,CBS 115.86,,,,v1.0,JGI,Rutfi1,http://genome.jgi.doe.gov/Rutfi1/download/Rutfi1_GeneCatalog_proteins_20150501.aa.fasta.gz,
Saccharata,proteae,,CBS 121410,,,,v1.0,JGI,Sacpr1,http://genome.jgi.doe.gov/Sacpr1/download/Sacpr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,M3707 Dikaryon,,,,,JGI,SacceM3707_1,http://genome.jgi.doe.gov/SacceM3707_1/download/SacceM3707_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,M3836,,,,v1.0,JGI,SacceM3836_1,http://genome.jgi.doe.gov/SacceM3836_1/download/SacceM3836_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,M3837,,,,v1.0,JGI,SacceM3837_1,http://genome.jgi.doe.gov/SacceM3837_1/download/SacceM3837_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,M3838,,,,v1.0,JGI,SacceM3838_1,http://genome.jgi.doe.gov/SacceM3838_1/download/SacceM3838_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,M3839,,,,v1.0,JGI,SacceM3839_1,http://genome.jgi.doe.gov/SacceM3839_1/download/SacceM3839_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,S288C,,,,,JGI,Sacce1,http://genome.jgi.doe.gov/Sacce1/download/Sacce1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Saccharomyces,cerevisiae,,YB210,,,,v1.0,JGI,SacceYB210_1,http://genome.jgi.doe.gov/SacceYB210_1/download/SacceYB210_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saitoella,complicata,,NRRL Y-17804,,,,v1.0,JGI,Saico1,http://genome.jgi.doe.gov/Saico1/download/Saico1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Saksenaea,vasiformis,,B4078,,,,,JGI,Sakvas1,http://genome.jgi.doe.gov/Sakvas1/download/Sakvas1_GeneCatalog_proteins_20160730.aa.fasta.gz,
Sarcoscypha,coccinea,,ATCC 58028,,,,v1.0,JGI,Sarco1,http://genome.jgi.doe.gov/Sarco1/download/Sarco1_GeneCatalog_proteins_20150213.aa.fasta.gz,
Schizophyllum,commune,,H4-8,,,,v3.0,JGI,Schco3,http://genome.jgi.doe.gov/Schco3/download/Schco3.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Schizophyllum,commune,,Loenen D,,,,v1.0,JGI,Schco_LoeD_1,http://genome.jgi.doe.gov/Schco_LoeD_1/download/Schco_LoeD_1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Schizophyllum,commune,,Tattone D,,,,v1.0,JGI,Schco_TatD_1,http://genome.jgi.doe.gov/Schco_TatD_1/download/Schco_TatD_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Schizopora,paradoxa,,KUC8140,,,,v1.0,JGI,Schpa1,http://genome.jgi.doe.gov/Schpa1/download/Schpa1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Schizosaccharomyces,cryophilus,,OY26,,,,,JGI,Schcy1,http://genome.jgi.doe.gov/Schcy1/download/Schcy1.all_proteins.BroadModels.gff3.gz.tar.gz,
Schizosaccharomyces,japonicus,,yFS275,,,,,JGI,Schja1,http://genome.jgi.doe.gov/Schja1/download/Schja1.all_proteins.BroadModels.gff3.gz.tar.gz,
Schizosaccharomyces,octosporus,,yFS286,,,,,JGI,Schoc1,http://genome.jgi.doe.gov/Schoc1/download/Schoc1.all_proteins.BroadModels.gff3.gz.tar.gz,
Schizosaccharomyces,pombe,,,,,,,JGI,Schpo1,http://genome.jgi.doe.gov/Schpo1/download/Schpo1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Schizothecium,vesticola,,SMH3187-1,,,,v1.0,JGI,Schves1,http://genome.jgi.doe.gov/Schves1/download/Schves1_GeneCatalog_proteins_20170615.aa.fasta.gz,
Scleroderma,citrinum,,Foug A,,,,v1.0,JGI,Sclci1,http://genome.jgi.doe.gov/Sclci1/download/Sclci1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Sclerogaster,hysterangioides,,SCL2.BST,,,,v1.0,JGI,Sclhys1_1,http://genome.jgi.doe.gov/Sclhys1_1/download/Sclhys1_1_GeneCatalog_proteins_20160415.aa.fasta.gz,
Sclerophora,sanguinea,,CBS 100924,,,,v1.0,JGI,Sclsan1,http://genome.jgi.doe.gov/Sclsan1/download/Sclsan1_GeneCatalog_proteins_20170329.aa.fasta.gz,
Sclerotinia,sclerotiorum,,,,,,v1.0,JGI,Sclsc1,http://genome.jgi.doe.gov/Sclsc1/download/Sclsc1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Scytinostroma,sp.,,KUC9335,,,,v1.0,JGI,Scysp1_1,http://genome.jgi.doe.gov/Scysp1_1/download/Scysp1_1_GeneCatalog_proteins_20160715.aa.fasta.gz,
Sebacina,vermifera,,MAFF 305830,,,,v1.0,JGI,Sebve1,http://genome.jgi.doe.gov/Sebve1/download/Sebve1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Sebacina,vermifera,,ssp. bescii,,,,v1.0,JGI,Sebvebe1,http://genome.jgi.doe.gov/Sebvebe1/download/Sebvebe1_GeneCatalog_proteins_20150401.aa.fasta.gz,
Septobasidium,sp.,,PNB30-8B,,,,v1.0,JGI,Sepsp1,http://genome.jgi.doe.gov/Sepsp1/download/Sepsp1_GeneCatalog_proteins_20150424.aa.fasta.gz,
Septoria,musiva,,SO2202,,,,v1.0,JGI,Sepmu1,http://genome.jgi.doe.gov/Sepmu1/download/Sepmu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Septoria,populicola,,,,,,v1.0,JGI,Seppo1,http://genome.jgi.doe.gov/Seppo1/download/Seppo1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Serpula,lacrymans,,S7.3,,,,v2.0,JGI,SerlaS7_3_2,http://genome.jgi.doe.gov/SerlaS7_3_2/download/SerlaS7_3_2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Serpula,lacrymans,,S7.9,,,,v2.0,JGI,SerlaS7_9_2,http://genome.jgi.doe.gov/SerlaS7_9_2/download/SerlaS7_9_2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Serpula,lacrymans,var shastensis,SHA21-2,,,,v1.0,JGI,Serla_varsha1,http://genome.jgi.doe.gov/Serla_varsha1/download/Serla_varsha1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
